loan_amount,annual_income,interest_rate,dti_ratio,credit_score,employment_length,num_open_accounts,num_derogatory_records,revolving_utilization,total_credit_lines,months_since_last_delinquency,home_ownership,loan_purpose,term_months,default
15779,76224,8.67,32.79,675,7,13,1,40.2,28,60,MORTGAGE,medical,36,0
18689,55697,12.66,42.98,617,4,7,1,5.8,31,0,RENT,car,36,0
9871,54484,12.59,12.48,709,2,10,0,22.9,12,24,RENT,credit_card,60,0
15712,105039,23.86,26.45,595,2,8,0,11.1,21,72,MORTGAGE,other,60,1
6980,79068,9.48,32.95,774,1,10,0,13.3,22,48,RENT,debt_consolidation,60,0
32922,62543,17.61,31.99,731,8,14,0,28.8,20,36,RENT,other,60,0
8569,58598,23.01,0.96,750,7,6,2,35.1,20,0,MORTGAGE,other,36,0
29442,73656,24.08,44.92,641,7,12,1,18.5,24,0,MORTGAGE,debt_consolidation,60,0
11344,45206,20.33,41.76,721,6,16,3,44.0,18,0,RENT,credit_card,36,0
15388,98019,11.89,5.39,660,4,15,0,37.9,25,60,RENT,major_purchase,60,1
9447,31397,23.93,24.46,708,9,8,0,40.1,24,999,RENT,credit_card,36,0
6560,46776,22.07,14.16,640,10,10,0,13.7,14,0,RENT,credit_card,60,0
3938,86393,21.2,39.55,694,5,9,0,28.4,26,0,MORTGAGE,credit_card,60,0
6382,30341,6.55,31.39,617,5,9,0,4.6,19,60,MORTGAGE,home_improvement,60,0
10649,23299,6.0,10.06,690,2,15,1,11.4,23,0,MORTGAGE,small_business,60,0
15495,62183,20.99,1.52,601,8,15,0,29.7,21,0,OWN,home_improvement,36,0
27099,21636,26.73,13.13,804,7,10,0,24.3,24,48,MORTGAGE,credit_card,36,0
9778,27466,22.8,1.72,709,10,5,0,16.5,23,72,MORTGAGE,credit_card,36,0
7205,94273,24.12,6.36,700,7,14,0,31.4,24,0,RENT,small_business,60,0
4866,52951,17.53,28.63,740,3,10,2,21.7,28,999,RENT,debt_consolidation,36,0
18695,129481,12.01,33.53,622,7,11,0,19.7,25,60,MORTGAGE,major_purchase,60,0
35180,29059,20.59,21.06,653,10,5,0,23.6,27,0,RENT,other,36,0
32416,56592,21.38,27.01,731,8,12,0,4.8,25,48,MORTGAGE,car,36,0
21959,76095,20.53,7.01,709,1,11,0,19.9,19,999,RENT,small_business,60,0
20889,29664,26.77,14.26,656,4,10,0,49.2,26,0,MORTGAGE,debt_consolidation,60,0
40000,111196,13.45,32.08,738,3,12,2,34.8,20,24,RENT,home_improvement,60,0
16855,81341,5.91,16.42,718,10,11,1,14.4,19,24,RENT,education,36,0
21000,22797,25.89,15.7,730,7,10,0,33.3,25,60,RENT,debt_consolidation,36,0
10672,58533,8.69,8.73,723,9,11,1,53.3,38,12,OWN,credit_card,60,0
5149,75476,21.04,26.77,659,2,9,0,50.1,24,0,MORTGAGE,home_improvement,60,0
8277,42022,25.08,36.43,695,10,20,0,58.5,19,0,RENT,home_improvement,36,1
13274,24638,12.13,21.13,588,0,8,2,11.4,25,0,MORTGAGE,debt_consolidation,60,0
13940,70761,24.1,5.2,669,4,7,0,72.2,25,999,OTHER,car,36,0
40000,225651,12.64,37.73,685,0,8,0,52.3,23,999,RENT,major_purchase,60,0
14141,47467,23.27,3.21,737,2,11,1,42.3,21,18,RENT,major_purchase,60,0
30491,153513,6.61,21.23,730,10,13,0,11.5,17,999,RENT,debt_consolidation,60,0
9852,38125,20.07,11.75,654,0,11,0,34.5,25,999,RENT,debt_consolidation,36,0
10741,68140,20.57,42.13,653,1,9,0,23.7,27,36,OWN,home_improvement,36,0
5269,95121,16.3,33.19,778,10,8,2,23.0,16,0,RENT,debt_consolidation,36,0
7945,59572,20.8,25.49,682,8,9,0,52.8,22,48,MORTGAGE,debt_consolidation,36,0
19319,50079,26.23,30.05,706,5,10,0,29.6,31,60,MORTGAGE,major_purchase,36,0
13430,92565,21.88,23.97,747,0,7,1,21.2,19,60,OTHER,debt_consolidation,36,0
25849,186255,27.11,6.64,695,9,9,0,51.6,17,24,RENT,home_improvement,36,0
15167,71707,15.32,31.91,690,6,13,0,40.2,10,48,MORTGAGE,credit_card,36,0
10438,43930,17.15,22.17,681,4,7,0,12.8,22,72,RENT,debt_consolidation,36,0
40000,53431,11.07,28.54,669,4,6,0,35.5,32,72,RENT,debt_consolidation,60,0
12509,271529,27.67,2.03,708,6,13,0,40.4,22,0,OWN,car,36,0
30154,64922,6.27,6.39,590,7,6,0,51.8,22,24,MORTGAGE,debt_consolidation,60,0
10088,41913,13.25,26.52,678,9,9,0,10.4,21,12,OWN,credit_card,60,0
21954,30120,11.85,20.67,732,9,6,0,30.8,24,0,RENT,small_business,60,1
25581,20019,13.89,10.21,725,9,9,0,20.3,31,18,RENT,debt_consolidation,36,0
15458,74469,26.11,10.83,784,8,8,0,44.4,23,0,RENT,home_improvement,60,0
2570,88679,13.46,28.42,750,9,7,0,20.8,21,0,MORTGAGE,debt_consolidation,36,0
13531,47192,26.09,2.65,724,8,10,2,46.4,18,0,MORTGAGE,debt_consolidation,36,0
31612,59338,14.74,19.54,701,10,5,3,31.9,24,18,MORTGAGE,medical,36,0
19326,29664,24.66,23.54,672,7,12,3,38.8,24,0,MORTGAGE,debt_consolidation,36,0
18253,64845,17.0,13.87,730,6,10,2,48.0,19,48,MORTGAGE,major_purchase,60,0
4001,79929,12.16,36.92,719,8,6,0,55.8,23,999,RENT,credit_card,60,0
8068,43429,15.34,2.55,677,2,10,1,22.3,26,48,RENT,debt_consolidation,36,0
17817,165094,14.76,38.96,647,9,10,0,53.2,22,12,MORTGAGE,debt_consolidation,36,0
17805,36233,10.98,32.55,696,10,7,1,44.9,25,60,RENT,credit_card,36,0
31265,70975,11.66,20.08,769,3,11,0,22.4,30,0,RENT,home_improvement,60,0
12071,99607,9.29,41.6,706,7,8,3,53.1,21,999,RENT,medical,36,0
17748,57160,12.73,31.6,701,0,11,0,18.5,19,12,RENT,debt_consolidation,36,0
13513,53472,19.36,41.9,725,9,8,0,12.2,22,60,OWN,home_improvement,36,0
6695,25404,13.89,21.27,728,7,9,0,40.4,18,12,MORTGAGE,major_purchase,60,0
2754,135185,21.38,20.38,714,8,10,2,40.1,18,0,MORTGAGE,major_purchase,36,0
18064,54071,27.7,23.88,697,1,11,0,15.3,18,24,MORTGAGE,home_improvement,36,0
15089,82654,13.67,2.94,669,9,7,0,10.9,22,999,RENT,home_improvement,60,0
8666,89646,15.64,40.88,760,3,9,0,46.5,24,36,RENT,debt_consolidation,36,0
4300,41069,8.77,30.05,674,8,12,2,50.3,21,999,RENT,debt_consolidation,36,0
20760,53182,14.02,27.79,794,7,6,0,14.4,19,0,MORTGAGE,home_improvement,36,0
11090,133344,21.72,41.69,709,8,6,2,41.9,23,0,RENT,credit_card,36,0
19728,30628,10.0,44.71,703,0,11,0,34.6,22,48,OWN,other,36,0
40000,214647,9.19,7.35,745,9,11,0,36.1,21,72,MORTGAGE,small_business,36,0
2983,38295,13.66,33.7,660,9,11,0,46.7,23,0,OWN,home_improvement,60,0
8186,29504,23.83,26.1,734,6,11,0,7.9,31,0,RENT,major_purchase,36,0
11538,64821,19.34,20.74,706,5,16,0,16.9,18,0,MORTGAGE,debt_consolidation,36,0
36989,225259,27.02,43.99,724,4,18,0,31.7,24,0,MORTGAGE,major_purchase,60,0
4249,19023,25.8,38.26,658,10,16,0,17.1,25,0,MORTGAGE,home_improvement,36,0
40000,55016,8.48,31.35,658,9,9,2,8.3,22,999,OWN,debt_consolidation,36,0
14692,79678,5.98,17.22,590,8,13,3,33.1,21,24,MORTGAGE,car,36,0
12491,61095,14.18,29.97,672,10,4,0,22.2,22,0,MORTGAGE,debt_consolidation,36,0
11630,75293,17.01,23.93,669,4,4,0,26.9,21,60,RENT,car,36,0
9843,38916,16.86,11.22,659,8,12,1,10.7,15,0,RENT,debt_consolidation,36,0
27824,41779,8.08,20.27,693,8,5,0,37.8,20,999,RENT,credit_card,60,0
6323,54772,7.87,9.55,703,10,10,0,27.3,25,24,MORTGAGE,credit_card,60,0
17013,30396,6.08,22.52,729,5,6,0,27.1,27,0,MORTGAGE,debt_consolidation,60,0
10209,58290,24.57,32.41,733,5,7,2,20.3,24,0,OWN,car,36,0
7836,47417,26.8,1.65,739,1,14,0,20.2,23,48,MORTGAGE,other,36,0
40000,45160,7.66,34.44,741,1,5,3,47.1,22,0,RENT,small_business,36,0
17913,72569,9.9,0.9,716,6,10,1,42.6,15,999,OWN,small_business,36,0
20522,20082,7.07,23.28,703,2,6,0,18.3,23,0,RENT,debt_consolidation,36,0
29627,52184,25.18,25.81,755,0,11,2,34.2,20,72,RENT,medical,36,0
4939,240484,27.05,34.26,741,10,16,3,14.9,23,12,RENT,debt_consolidation,60,0
40000,31205,11.02,34.25,611,10,10,0,38.6,20,48,RENT,debt_consolidation,36,0
2307,129482,11.98,18.79,689,4,7,3,25.0,24,0,MORTGAGE,debt_consolidation,36,0
7799,61870,13.34,2.99,591,9,9,0,24.3,22,0,OTHER,debt_consolidation,36,0
9688,41698,16.56,31.21,590,10,14,0,43.5,24,60,RENT,credit_card,60,1
20074,27108,20.7,22.99,669,5,11,0,42.9,15,0,MORTGAGE,home_improvement,60,0
15570,65108,16.6,14.99,692,2,7,0,17.5,20,18,RENT,debt_consolidation,36,0
11887,143205,26.87,10.57,674,1,11,3,5.6,27,72,OWN,debt_consolidation,36,0
13247,47404,7.3,5.39,593,1,13,0,1.5,17,999,RENT,credit_card,36,0
6737,57035,23.37,13.28,746,9,10,2,7.7,17,12,MORTGAGE,other,36,0
4684,109778,12.69,20.63,657,4,8,0,29.1,21,48,OTHER,debt_consolidation,36,0
22215,73461,13.68,21.49,729,8,12,1,59.1,17,48,RENT,debt_consolidation,36,0
21711,23309,21.3,26.22,659,6,7,0,14.4,27,0,MORTGAGE,debt_consolidation,36,0
40000,63534,26.38,16.31,670,5,11,0,32.6,21,0,RENT,debt_consolidation,36,0
7684,148351,21.47,41.4,726,1,2,2,64.6,24,36,RENT,home_improvement,36,0
21697,58561,22.84,22.31,679,4,13,0,29.5,28,999,MORTGAGE,other,60,0
10953,15000,22.27,19.07,710,9,13,0,10.5,30,0,MORTGAGE,other,36,0
30740,75578,12.38,2.17,716,9,10,0,31.3,28,0,MORTGAGE,debt_consolidation,60,0
27319,53152,22.41,26.96,614,0,12,1,31.0,28,60,RENT,credit_card,36,0
15488,19981,23.04,27.13,728,1,9,3,44.7,19,999,MORTGAGE,credit_card,36,0
10533,21861,17.27,26.25,643,9,5,2,17.9,22,0,RENT,small_business,36,0
26177,107480,17.35,39.94,633,4,13,0,35.6,23,18,MORTGAGE,credit_card,60,0
21011,38583,22.47,34.33,656,8,9,3,11.8,32,6,OWN,major_purchase,36,0
8274,34734,23.79,39.03,748,7,9,0,45.0,23,60,MORTGAGE,major_purchase,36,0
5273,58607,12.76,2.67,603,8,14,0,9.4,22,12,RENT,debt_consolidation,60,0
10916,40679,23.44,14.32,739,0,12,0,48.5,26,0,RENT,credit_card,60,0
38591,63578,23.73,14.34,720,10,14,0,12.8,18,72,RENT,debt_consolidation,36,0
29808,53017,10.38,29.57,704,0,7,2,44.0,21,0,MORTGAGE,debt_consolidation,60,0
6132,29143,21.49,20.19,714,0,7,0,2.0,27,0,RENT,other,36,0
5899,44058,9.29,34.99,682,2,12,3,34.5,20,72,RENT,debt_consolidation,60,1
32606,78092,7.14,17.3,740,10,8,3,34.4,21,0,MORTGAGE,credit_card,36,0
6033,61399,18.21,9.97,674,0,8,2,70.4,32,0,RENT,debt_consolidation,60,0
19082,57001,25.9,13.09,602,10,9,3,25.5,25,0,MORTGAGE,major_purchase,36,1
8679,191459,5.82,8.21,695,2,8,2,31.2,27,48,MORTGAGE,credit_card,36,0
40000,92839,24.01,8.91,748,1,7,0,9.1,32,0,OWN,credit_card,36,0
7790,99854,16.65,9.76,729,9,8,1,14.5,17,24,MORTGAGE,credit_card,60,0
29743,54199,24.8,0.72,808,9,9,0,12.8,18,48,MORTGAGE,debt_consolidation,36,0
15205,68328,24.4,32.22,684,9,9,3,20.4,21,999,MORTGAGE,medical,36,0
15939,46227,25.13,17.98,690,3,9,1,31.7,28,0,RENT,debt_consolidation,60,0
3363,95466,22.68,1.02,686,10,13,1,46.2,22,0,MORTGAGE,debt_consolidation,36,0
2858,56036,24.39,16.65,653,0,3,0,14.4,22,0,RENT,home_improvement,60,0
11448,68420,9.05,40.74,671,4,13,0,58.4,21,24,RENT,credit_card,60,0
15880,65931,11.99,23.01,637,5,8,1,31.5,15,0,MORTGAGE,car,36,0
6077,59225,10.58,44.4,562,0,12,0,15.0,25,36,RENT,other,36,1
6234,300000,22.08,24.3,665,7,10,0,34.9,22,12,RENT,debt_consolidation,36,0
19791,40135,8.53,43.33,701,7,9,0,22.4,16,6,RENT,credit_card,36,0
19811,39917,9.19,9.08,737,10,7,0,19.3,22,0,OWN,other,36,0
12131,90803,25.22,13.05,665,7,13,2,52.1,18,60,RENT,car,36,0
23066,41894,21.24,31.5,666,5,11,0,26.5,20,0,MORTGAGE,other,36,0
5872,50269,25.13,44.41,761,9,10,0,12.1,16,0,MORTGAGE,debt_consolidation,36,0
10413,31199,8.21,37.14,620,4,5,1,33.3,22,999,RENT,major_purchase,36,0
40000,80413,14.18,24.92,690,6,8,3,41.6,22,999,MORTGAGE,credit_card,36,0
14014,81028,11.51,3.83,757,0,15,0,13.5,24,999,MORTGAGE,medical,36,0
14594,49557,5.22,16.4,657,4,8,3,53.8,16,24,MORTGAGE,car,60,0
40000,91939,11.54,3.89,607,6,8,1,8.1,23,24,OWN,credit_card,36,0
5016,19636,13.73,14.01,802,8,10,0,31.7,20,18,RENT,debt_consolidation,36,0
23330,39178,7.12,11.65,747,1,6,0,52.5,30,24,RENT,debt_consolidation,60,0
40000,54068,18.03,17.48,749,9,13,3,22.9,26,60,RENT,credit_card,36,0
10642,29632,13.81,37.68,694,10,9,1,38.5,24,0,MORTGAGE,debt_consolidation,60,0
24385,20968,6.07,6.77,738,3,6,1,56.7,21,48,MORTGAGE,debt_consolidation,36,0
6718,49774,21.19,13.77,550,9,12,0,33.8,30,999,MORTGAGE,debt_consolidation,36,0
8260,90799,21.77,11.75,673,2,8,0,10.9,28,0,OWN,education,60,0
17491,129219,24.19,13.33,756,6,12,0,27.5,15,999,RENT,debt_consolidation,36,0
23365,43115,16.17,16.23,616,9,11,0,36.5,18,60,MORTGAGE,debt_consolidation,60,0
29279,92960,27.28,10.99,679,4,12,0,15.3,19,999,MORTGAGE,debt_consolidation,36,0
40000,87721,26.02,42.42,719,0,8,2,31.4,19,12,RENT,medical,36,1
12743,124388,17.68,18.9,652,6,10,1,20.5,18,48,RENT,debt_consolidation,36,0
30807,48527,15.23,5.14,700,9,10,0,42.3,23,999,OWN,car,36,0
10513,20351,5.07,21.04,723,1,6,2,14.8,20,999,RENT,credit_card,36,0
25121,62449,21.35,8.3,718,0,10,0,45.7,28,0,OTHER,major_purchase,36,0
15448,32588,17.99,9.73,675,9,8,0,41.0,33,0,RENT,debt_consolidation,60,0
18250,38789,26.56,12.83,650,3,9,0,10.3,19,18,RENT,car,60,1
17969,49974,18.67,5.61,723,4,8,0,23.1,22,18,RENT,car,36,0
4344,48856,27.84,32.45,720,1,6,0,31.3,22,72,RENT,small_business,60,1
6082,65181,24.64,35.64,717,1,7,0,25.3,26,60,MORTGAGE,medical,60,0
14353,91298,26.93,17.74,706,7,11,0,21.0,20,0,RENT,debt_consolidation,36,0
4100,48019,12.54,31.0,720,7,5,2,39.5,25,12,MORTGAGE,home_improvement,36,0
23905,75918,8.43,17.5,752,3,10,1,26.9,29,12,RENT,medical,36,0
24589,60408,23.33,7.38,718,5,5,0,21.3,15,72,RENT,debt_consolidation,36,0
16798,104956,23.08,17.87,705,4,6,0,15.8,27,0,RENT,debt_consolidation,60,0
6094,53468,9.86,25.06,668,8,10,0,37.4,26,18,MORTGAGE,debt_consolidation,36,0
35104,57104,22.59,1.84,783,10,7,3,34.9,17,60,OWN,debt_consolidation,36,0
40000,47827,18.39,29.45,632,9,10,0,28.9,22,999,RENT,car,60,1
14808,54320,7.52,33.42,687,0,16,1,35.1,23,72,MORTGAGE,debt_consolidation,36,0
19098,37417,16.54,38.7,669,1,7,2,36.2,29,24,MORTGAGE,debt_consolidation,60,0
15386,35257,26.42,4.62,590,5,8,0,29.2,23,999,RENT,debt_consolidation,60,0
19365,95364,16.65,0.0,721,10,13,0,6.2,26,60,MORTGAGE,other,36,0
12287,31259,23.14,3.3,687,2,7,0,35.9,21,0,OWN,credit_card,60,0
13040,49440,5.66,41.59,701,10,7,0,17.4,20,0,MORTGAGE,credit_card,36,0
25184,110106,21.75,34.45,689,1,10,0,45.1,23,36,MORTGAGE,small_business,36,0
40000,48454,26.78,37.59,745,0,11,0,14.9,15,48,MORTGAGE,debt_consolidation,60,0
5013,98444,16.49,23.27,752,10,8,0,14.5,21,0,MORTGAGE,small_business,36,0
12423,41997,12.77,23.7,633,2,6,0,25.1,22,36,MORTGAGE,debt_consolidation,60,1
5846,31866,19.87,13.43,805,5,8,3,16.2,14,24,OWN,debt_consolidation,60,0
40000,22996,26.07,37.92,685,4,14,1,33.7,19,0,RENT,medical,60,0
8853,131614,9.07,37.34,735,1,15,1,15.2,32,0,RENT,home_improvement,60,0
4864,30268,14.28,17.65,710,8,6,1,38.5,19,12,RENT,car,36,0
20883,93742,8.59,14.82,706,10,9,0,15.4,16,0,RENT,credit_card,36,0
40000,32860,16.42,33.23,733,8,7,0,29.4,19,12,MORTGAGE,debt_consolidation,36,0
21258,131983,17.43,1.18,779,4,8,0,67.8,15,72,MORTGAGE,medical,36,0
15419,225048,26.72,38.7,746,8,13,0,35.0,19,0,MORTGAGE,small_business,36,0
17790,21765,14.49,20.08,685,1,15,0,45.3,27,72,MORTGAGE,credit_card,60,1
35968,31230,18.04,19.86,694,7,6,0,9.4,22,24,RENT,car,36,0
7244,95213,25.36,30.11,666,5,10,3,31.4,16,60,RENT,debt_consolidation,60,1
12353,81456,12.39,29.06,742,4,6,2,67.1,28,999,MORTGAGE,small_business,36,0
9731,95430,20.51,11.97,735,9,10,3,25.1,19,0,MORTGAGE,debt_consolidation,60,0
5898,42435,22.41,42.45,679,1,10,0,7.8,20,60,MORTGAGE,credit_card,60,0
10616,197307,12.6,44.38,779,6,9,0,14.8,27,0,MORTGAGE,debt_consolidation,60,0
29010,64268,8.78,23.67,764,10,16,0,35.7,25,0,MORTGAGE,home_improvement,60,0
19863,28848,16.57,25.26,809,2,15,1,41.1,24,48,MORTGAGE,car,36,0
20973,51436,13.21,24.94,652,3,10,0,11.3,19,48,RENT,credit_card,36,1
14802,29081,11.13,21.86,693,8,12,0,15.9,24,0,MORTGAGE,debt_consolidation,60,0
19270,155525,27.39,42.53,688,9,13,3,45.7,19,18,MORTGAGE,debt_consolidation,36,0
7628,40287,16.55,11.01,850,3,13,3,13.5,33,6,OWN,debt_consolidation,60,0
10757,80457,24.7,4.86,700,4,9,1,29.6,26,0,OWN,car,36,0
15281,45143,9.49,41.83,775,9,6,1,24.0,26,999,MORTGAGE,major_purchase,60,0
16224,41388,26.61,9.59,762,3,5,0,57.7,22,0,MORTGAGE,home_improvement,36,0
16716,19031,23.27,33.71,694,8,15,0,16.5,24,0,MORTGAGE,medical,36,0
12126,85725,23.6,9.17,703,2,7,3,36.8,33,999,RENT,debt_consolidation,60,0
10257,130549,13.96,43.21,731,5,8,0,4.5,22,0,MORTGAGE,credit_card,36,0
40000,34558,16.17,35.6,775,8,9,2,12.6,19,999,RENT,small_business,60,0
25203,23691,18.65,41.34,689,5,10,2,57.2,28,18,MORTGAGE,home_improvement,36,0
17840,96953,23.16,42.79,669,0,3,0,61.1,24,18,RENT,debt_consolidation,60,1
11347,22298,24.53,3.8,755,5,7,3,31.8,27,999,RENT,credit_card,36,0
9741,124457,6.8,19.5,631,3,8,0,32.0,31,0,RENT,credit_card,36,0
12190,34799,25.79,29.16,715,1,9,2,51.0,19,0,MORTGAGE,education,36,0
16399,30884,26.56,36.11,763,0,5,0,31.1,23,0,RENT,small_business,60,0
3582,69499,18.64,10.87,725,0,16,0,51.7,21,0,OWN,major_purchase,60,1
4453,32116,9.3,41.16,665,10,12,0,21.0,28,60,MORTGAGE,credit_card,36,0
8554,39172,23.82,9.94,639,9,10,2,36.3,15,6,MORTGAGE,debt_consolidation,60,0
15444,74042,17.62,38.98,771,10,10,2,34.0,22,18,RENT,small_business,36,0
11299,15000,23.8,23.07,689,1,9,1,8.4,20,0,MORTGAGE,debt_consolidation,60,0
37597,160404,23.74,23.19,645,7,12,0,82.7,27,0,RENT,debt_consolidation,36,0
4733,61462,6.99,16.83,768,1,3,0,29.7,13,0,MORTGAGE,debt_consolidation,36,0
7895,27562,18.96,4.66,748,0,14,2,44.1,25,0,MORTGAGE,credit_card,60,0
38718,32521,16.11,15.62,636,5,11,0,51.6,22,6,RENT,debt_consolidation,60,1
14643,108552,26.76,19.2,850,8,13,0,34.7,23,72,MORTGAGE,debt_consolidation,36,0
24819,85873,11.82,21.56,667,0,13,1,13.6,19,60,MORTGAGE,small_business,36,0
40000,137594,9.74,33.26,747,4,7,2,22.3,22,0,OWN,credit_card,36,0
8220,39749,25.63,15.84,819,1,11,1,35.6,29,999,MORTGAGE,other,60,0
12462,71535,8.42,18.3,753,4,6,0,26.6,22,72,RENT,car,36,0
11040,77338,20.79,40.77,715,6,7,2,58.8,20,999,MORTGAGE,debt_consolidation,36,0
3400,90867,11.9,33.87,614,4,7,2,25.9,28,48,RENT,debt_consolidation,60,0
10750,117755,18.06,1.03,822,7,11,0,7.1,19,0,OWN,home_improvement,60,0
24754,38934,19.17,36.54,751,7,11,0,8.2,29,6,RENT,credit_card,36,0
19504,55909,14.6,44.55,615,4,7,3,27.8,16,72,MORTGAGE,other,36,0
20606,41519,27.42,42.29,792,4,4,1,8.5,20,60,RENT,debt_consolidation,60,1
10271,58013,8.03,37.62,703,5,16,0,20.2,22,999,OWN,credit_card,36,0
8439,91040,14.0,28.31,683,4,11,2,55.2,33,0,MORTGAGE,debt_consolidation,60,0
32483,22194,14.9,12.52,665,9,9,0,31.4,15,60,RENT,debt_consolidation,60,0
9432,116497,19.51,29.45,710,1,13,2,25.9,21,0,MORTGAGE,other,36,0
16413,30226,14.37,31.3,748,10,7,0,17.2,32,0,MORTGAGE,debt_consolidation,36,0
14977,49790,7.23,12.67,670,4,9,0,29.0,20,0,RENT,credit_card,60,0
37167,126293,26.79,11.49,707,8,12,0,17.5,19,24,RENT,debt_consolidation,36,0
26370,72897,14.57,17.86,850,10,5,3,21.1,26,12,MORTGAGE,home_improvement,36,0
5395,73402,12.88,28.85,728,10,10,0,37.5,10,36,RENT,debt_consolidation,36,0
5818,29484,15.27,13.19,757,5,10,1,16.0,29,72,OWN,debt_consolidation,36,1
20035,32001,9.98,25.0,642,3,12,0,19.6,20,0,MORTGAGE,other,60,0
12771,105319,7.31,40.47,618,7,8,0,10.7,15,72,RENT,major_purchase,36,0
9714,42045,8.42,13.28,787,2,13,0,11.6,21,48,OTHER,car,36,0
27199,44491,8.83,43.47,770,9,9,2,8.3,23,48,RENT,major_purchase,36,1
15233,106763,9.55,21.3,802,8,6,0,22.0,21,60,MORTGAGE,debt_consolidation,60,0
13859,31890,14.66,4.54,695,9,16,0,7.9,18,72,RENT,credit_card,36,0
23060,70371,19.35,2.48,775,5,11,0,40.8,12,12,RENT,credit_card,36,0
10274,61435,19.46,15.24,546,7,5,0,26.1,26,0,RENT,small_business,36,0
40000,59777,5.0,11.64,732,1,10,0,39.1,21,999,RENT,debt_consolidation,36,0
7695,43867,26.18,37.97,761,8,14,1,31.8,22,999,OWN,debt_consolidation,60,0
21159,42280,23.93,33.19,658,6,10,0,30.9,21,0,MORTGAGE,home_improvement,60,0
36449,31350,27.17,39.8,763,6,9,0,50.2,25,12,RENT,debt_consolidation,36,0
5094,79985,13.28,26.52,689,9,12,0,4.1,20,0,RENT,education,36,0
10505,40099,20.29,19.6,695,9,11,3,9.6,18,36,RENT,medical,36,0
29719,107070,8.86,12.18,684,6,8,0,30.9,15,12,OWN,debt_consolidation,36,0
30033,52326,23.79,26.24,794,4,8,1,13.7,30,0,MORTGAGE,small_business,36,0
11848,31727,8.71,27.81,672,5,9,0,7.2,29,0,RENT,credit_card,60,0
7988,51912,12.5,17.68,665,4,5,0,15.1,25,36,MORTGAGE,home_improvement,36,0
26086,46792,16.29,42.15,648,2,19,0,44.4,32,0,MORTGAGE,debt_consolidation,36,0
30591,109695,18.67,28.8,677,8,12,0,63.7,15,24,RENT,debt_consolidation,36,0
5911,47982,17.87,37.69,711,8,8,2,12.2,25,0,MORTGAGE,major_purchase,36,0
5751,50730,7.35,27.92,738,10,9,0,35.7,31,24,OWN,other,36,0
15641,139654,14.7,14.24,654,5,18,0,33.4,26,0,RENT,debt_consolidation,36,0
20755,81223,26.23,33.15,722,10,12,0,23.3,22,0,MORTGAGE,debt_consolidation,60,0
10836,162368,25.06,10.36,736,2,9,2,10.0,28,999,RENT,medical,36,0
21493,127443,18.59,26.85,644,8,9,2,20.3,28,999,RENT,education,36,0
8126,35161,18.16,18.11,703,10,7,1,13.5,23,0,MORTGAGE,credit_card,36,0
3040,108441,7.57,6.74,694,8,12,0,63.6,16,0,RENT,credit_card,60,0
9929,149519,9.61,18.6,704,5,7,0,14.8,14,24,MORTGAGE,debt_consolidation,36,0
13964,150194,10.81,13.96,668,6,9,0,47.6,22,36,RENT,debt_consolidation,60,0
11013,108321,16.23,5.05,691,9,9,3,10.0,19,12,RENT,credit_card,36,0
5937,106992,21.82,37.07,701,10,14,1,11.1,24,999,MORTGAGE,home_improvement,36,0
3748,49931,15.6,22.44,811,5,7,0,18.6,28,60,MORTGAGE,debt_consolidation,60,0
9322,36227,7.9,15.59,702,9,9,1,58.3,27,999,MORTGAGE,home_improvement,36,0
25043,48468,15.11,22.72,780,10,10,3,21.4,22,60,MORTGAGE,debt_consolidation,60,0
32187,22051,8.74,33.96,784,3,5,0,43.2,23,0,MORTGAGE,home_improvement,60,0
30681,134011,22.28,0.82,620,6,12,0,31.7,28,12,OWN,credit_card,36,0
7546,50514,8.83,24.6,682,10,9,0,43.6,24,0,RENT,home_improvement,36,1
5957,129936,16.1,21.56,784,4,2,0,55.6,20,72,MORTGAGE,small_business,36,0
18913,28598,20.95,40.19,710,7,8,0,73.7,20,6,RENT,credit_card,36,0
20838,114642,10.25,25.02,693,8,6,0,7.0,26,999,OWN,home_improvement,36,0
17678,44492,6.75,6.18,745,2,9,0,33.6,28,48,RENT,credit_card,60,0
3262,27705,17.96,17.49,764,9,9,0,56.3,29,24,RENT,major_purchase,36,1
7282,158938,6.25,27.95,698,5,8,0,66.8,30,60,RENT,small_business,60,0
13084,116353,18.52,2.07,683,6,9,1,72.1,16,0,MORTGAGE,credit_card,36,0
18789,67987,22.33,39.81,558,8,12,1,6.9,25,36,MORTGAGE,credit_card,36,0
22859,61105,12.57,3.05,702,5,6,3,4.2,22,0,RENT,debt_consolidation,36,0
14779,77940,16.23,1.38,677,4,9,0,9.1,19,12,MORTGAGE,medical,36,0
16840,67290,26.36,0.09,639,7,13,0,10.7,23,12,OWN,credit_card,36,0
14177,37221,15.84,30.77,687,4,3,0,43.9,23,999,MORTGAGE,education,36,0
21588,46759,27.92,20.52,674,5,13,0,14.7,16,60,RENT,small_business,36,0
16630,194158,8.61,4.63,710,1,8,0,63.0,17,18,MORTGAGE,debt_consolidation,36,0
13988,297537,21.31,38.53,683,9,9,1,38.0,15,0,RENT,home_improvement,36,0
11071,152909,20.01,9.12,726,5,7,0,4.5,21,999,OWN,debt_consolidation,36,0
14141,79772,25.06,14.68,710,1,8,1,22.0,17,999,MORTGAGE,credit_card,60,0
